Texto,Séc,Data,Região,Lugar,Documento,Notário
Cantigas de Amor,13,,,,CAM320,
Cantigas de Amor,13,,,,CAM321,
Cantigas de Amor,13,,,,CAM322,
Cantigas de Amor,13,,,,CAM323,
Cantigas de Amor,13,,,,CAM324,
Cantigas de Amor,13,,,,CAM325,
Cantigas de Amor,13,,,,CAM326,
Cantigas de Amor,13,,,,CAM327,
Cantigas de Amor,13,,,,CAM328,
Cantigas de Amor,13,,,,CAM329,
Cantigas de Amor,13,,,,CAM330,
Cantigas de Amor,13,,,,CAM331,
Cantigas de Amor,13,,,,CAM332,
Cantigas de Amor,13,,,,CAM333,
Cantigas de Amor,13,,,,CAM334,
Cantigas de Amor,13,,,,CAM335,
Cantigas de Amor,13,,,,CAM336,
Cantigas de Amor,13,,,,CAM337,
Cantigas de Amor,13,,,,CAM338,
Cantigas de Amor,13,,,,CAM339,
Cantigas de Amor,13,,,,CAM340,
Cantigas de Amor,13,,,,CAM341,
Cantigas de Amor,13,,,,CAM342,
Cantigas de Amor,13,,,,CAM343,
Cantigas de Amor,13,,,,CAM344,
Cantigas de Amor,13,,,,CAM345,
Cantigas de Amor,13,,,,CAM346,
Cantigas de Amor,13,,,,CAM347,
Cantigas de Amor,13,,,,CAM348,
Cantigas de Amor,13,,,,CAM349,
Cantigas de Amor,13,,,,CAM350,
Cantigas de Amor,13,,,,CAM351,
Cantigas de Amor,13,,,,CAM352,
Cantigas de Amor,13,,,,CAM353,
Cantigas de Amor,13,,,,CAM354,
Cantigas de Amor,13,,,,CAM355,
Cantigas de Amor,13,,,,CAM356,
Cantigas de Amor,13,,,,CAM357,
Cantigas de Amor,13,,,,CAM358,
Cantigas de Amor,13,,,,CAM359,
Cantigas de Amor,13,,,,CAM360,
Cantigas de Amor,13,,,,CAM361,
Cantigas de Amor,13,,,,CAM362,
Cantigas de Amor,13,,,,CAM363,
Cantigas de Amor,13,,,,CAM364,
Cantigas de Amor,13,,,,CAM365,
Cantigas de Amor,13,,,,CAM366,
Cantigas de Amor,13,,,,CAM367,
Cantigas de Amor,13,,,,CAM368,
Cantigas de Amor,13,,,,CAM369,
Cantigas de Amor,13,,,,CAM370,
Cantigas de Amor,13,,,,CAM371,
Cantigas de Amor,13,,,,CAM372,
Cantigas de Amor,13,,,,CAM373,
Cantigas de Amor,13,,,,CAM374,
Cantigas de Amor,13,,,,CAM375,
Cantigas de Amor,13,,,,CAM376,
Cantigas de Amor,13,,,,CAM377,
Cantigas de Amor,13,,,,CAM378,
Cantigas de Amor,13,,,,CAM379,
Cantigas de Amor,13,,,,CAM380,
Cantigas de Amor,13,,,,CAM381,
Cantigas de Amor,13,,,,CAM382,
Cantigas de Amor,13,,,,CAM383,
Cantigas de Amor,13,,,,CAM384,
Cantigas de Amor,13,,,,CAM385,
Cantigas de Amor,13,,,,CAM386,
Cantigas de Amor,13,,,,CAM387,
Cantigas de Amor,13,,,,CAM388,
Cantigas de Amor,13,,,,CAM389,
Cantigas de Amor,13,,,,CAM390,
Cantigas de Amor,13,,,,CAM391,
Cantigas de Amor,13,,,,CAM392,
Cantigas de Amor,13,,,,CAM393,
Cantigas de Amor,13,,,,CAM394,
Cantigas de Amor,13,,,,CAM395,
Cantigas de Amor,13,,,,CAM396,
Cantigas de Amor,13,,,,CAM397,
Cantigas de Amor,13,,,,CAM398,
Cantigas de Amor,13,,,,CAM399,
Cantigas de Amor,13,,,,CAM400,
Cantigas de Amor,13,,,,CAM401,
Cantigas de Amor,13,,,,CAM402,
Cantigas de Amor,13,,,,CAM403,
Cantigas de Amor,13,,,,CAM404,
Cantigas de Amor,13,,,,CAM405,
Cantigas de Amor,13,,,,CAM406,
Cantigas de Amor,13,,,,CAM407,
Cantigas de Amor,13,,,,CAM408,
Cantigas de Amor,13,,,,CAM409,
Cantigas de Amor,13,,,,CAM410,
Cantigas de Amor,13,,,,CAM411,
Cantigas de Amor,13,,,,CAM412,
Cantigas de Amor,13,,,,CAM413,
Cantigas de Amor,13,,,,CAM414,
Cantigas de Amor,13,,,,CAM415,
Cantigas de Amor,13,,,,CAM416,
Cantigas de Amor,13,,,,CAM417,
Cantigas de Amor,13,,,,CAM418,
Cantigas de Amor,13,,,,CAM419,
Cantigas de Amor,13,,,,CAM420,
Cantigas de Amor,13,,,,CAM421,
Cantigas de Amor,13,,,,CAM422,
Cantigas de Amor,13,,,,CAM423,
Cantigas de Amor,13,,,,CAM424,
Cantigas de Amor,13,,,,CAM425,
Cantigas de Amor,13,,,,CAM426,
Cantigas de Amor,13,,,,CAM427,
Cantigas de Amor,13,,,,CAM428,
Cantigas de Amor,13,,,,CAM429,
Cantigas de Amor,13,,,,CAM430,
Cantigas de Amor,13,,,,CAM431,
Cantigas de Amor,13,,,,CAM432,
Cantigas de Amor,13,,,,CAM433,
Cantigas de Amor,13,,,,CAM434,
Cantigas de Amor,13,,,,CAM435,
Cantigas de Amor,13,,,,CAM436,
Cantigas de Amor,13,,,,CAM437,
Cantigas de Amor,13,,,,CAM438,
Cantigas de Amor,13,,,,CAM439,
Cantigas de Amor,13,,,,CAM440,
Cantigas de Amor,13,,,,CAM441,
Cantigas de Amor,13,,,,CAM442,
Cantigas de Amor,13,,,,CAM443,
Cantigas de Amor,13,,,,CAM444,
Cantigas de Amor,13,,,,CAM445,
Cantigas de Amor,13,,,,CAM446,
Cantigas de Amor,13,,,,CAM447,
Cantigas de Amor,13,,,,CAM448,
Cantigas de Amor,13,,,,CAM449,
Cantigas de Amor,13,,,,CAM450,
Cantigas de Amor,13,,,,CAM451,
Cantigas de Amor,13,,,,CAM452,
Cantigas de Amor,13,,,,CAM453,
Cantigas de Amor,13,,,,CAM454,
Cantigas de Amor,13,,,,CAM455,
Cantigas de Amor,13,,,,CAM456,
Cantigas de Amor,13,,,,CAM457,
Cantigas de Amor,13,,,,CAM458,
Cantigas de Amor,13,,,,CAM459,
Cantigas de Amor,13,,,,CAM460,
Cantigas de Amor,13,,,,CAM461,
Cantigas de Amor,13,,,,CAM462,
Cantigas de Amor,13,,,,CAM463,
Cantigas de Amor,13,,,,CAM464,
Cantigas de Amor,13,,,,CAM465,
Cantigas de Amor,13,,,,CAM466,
Cantigas de Amor,13,,,,CAM467,
Cantigas de Amor,13,,,,CAM468,
Cantigas de Amor,13,,,,CAM469,
Cantigas de Amor,13,,,,CAM470,
Cantigas de Amor,13,,,,CAM471,
Cantigas de Amor,13,,,,CAM472,
Cantigas de Amor,13,,,,CAM473,
Cantigas de Amor,13,,,,CAM474,
Cantigas de Amor,13,,,,CAM475,
Cantigas de Amor,13,,,,CAM476,
Cantigas de Amor,13,,,,CAM477,
Cantigas de Amor,13,,,,CAM478,
Cantigas de Amor,13,,,,CAM479,
Cantigas de Amor,13,,,,CAM480,
Cantigas de Amor,13,,,,CAM481,
Cantigas de Amor,13,,,,CAM482,
Cantigas de Amor,13,,,,CAM483,
Cantigas de Amor,13,,,,CAM484,
Cantigas de Amor,13,,,,CAM485,
Cantigas de Amor,13,,,,CAM486,
Cantigas de Amor,13,,,,CAM487,
Cantigas de Amor,13,,,,CAM488,
Cantigas de Amor,13,,,,CAM489,
Cantigas de Amor,13,,,,CAM490,
Cantigas de Amor,13,,,,CAM491,
Cantigas de Amor,13,,,,CAM492,
Cantigas de Amor,13,,,,CAM493,
Cantigas de Amor,13,,,,CAM494,
Cantigas de Amor,13,,,,CAM495,
Cantigas de Amor,13,,,,CAM496,
Cantigas de Amor,13,,,,CAM497,
Cantigas de Amor,13,,,,CAM498,
Cantigas de Amor,13,,,,CAM499,
Cantigas de Amor,13,,,,CAM500,
Cantigas de Amor,13,,,,CAM501,
Cantigas de Amor,13,,,,CAM502,
Cantigas de Amor,13,,,,CAM503,
Cantigas de Amor,13,,,,CAM504,
Cantigas de Amor,13,,,,CAM505,
Cantigas de Amor,13,,,,CAM506,
Cantigas de Amor,13,,,,CAM507,
Cantigas de Amor,13,,,,CAM508,
Cantigas de Amor,13,,,,CAM509,
Cantigas de Amor,13,,,,CAM510,
Cantigas de Amor,13,,,,CAM511,
Cantigas de Amor,13,,,,CAM512,
Cantigas de Amor,13,,,,CAM513,
Cantigas de Amor,13,,,,CAM514,
Cantigas de Amor,13,,,,CAM515,
Cantigas de Amor,13,,,,CAM516,
Cantigas de Amor,13,,,,CAM517,
Cantigas de Amor,13,,,,CAM518,
Cantigas de Amor,13,,,,CAM519,
Cantigas de Amor,13,,,,CAM520,
Cantigas de Amor,13,,,,CAM521,
Cantigas de Amor,13,,,,CAM522,
Cantigas de Amor,13,,,,CAM523,
Cantigas de Amor,13,,,,CAM524,
Cantigas de Amor,13,,,,CAM525,
Cantigas de Amor,13,,,,CAM526,
Cantigas de Amor,13,,,,CAM527,
Cantigas de Amor,13,,,,CAM528,
Cantigas de Amor,13,,,,CAM529,
Cantigas de Amor,13,,,,CAM530,
Cantigas de Amor,13,,,,CAM531,
Cantigas de Amor,13,,,,CAM532,
Cantigas de Amor,13,,,,CAM533,
Cantigas de Amor,13,,,,CAM534,
Cantigas de Amor,13,,,,CAM535,
Cantigas de Amor,13,,,,CAM536,
Cantigas de Amor,13,,,,CAM537,
Cantigas de Amor,13,,,,CAM538,
Cantigas de Amor,13,,,,CAM539,
Cantigas de Amor,13,,,,CAM540,
Cantigas de Amor,13,,,,CAM541,
Cantigas de Amor,13,,,,CAM542,
Cantigas de Amor,13,,,,CAM543,
Cantigas de Amor,13,,,,CAM544,
Cantigas de Amor,13,,,,CAM545,
Cantigas de Amor,13,,,,CAM546,
Cantigas de Amor,13,,,,CAM547,
Cantigas de Amor,13,,,,CAM548,
Cantigas de Amor,13,,,,CAM549,
Cantigas de Amor,13,,,,CAM550,
Cantigas de Amor,13,,,,CAM551,
Cantigas de Amor,13,,,,CAM552,
Cantigas de Amor,13,,,,CAM553,
Cantigas de Amor,13,,,,CAM554,
Cantigas de Amor,13,,,,CAM555,
Cantigas de Amor,13,,,,CAM556,
Cantigas de Amor,13,,,,CAM557,
Cantigas de Amor,13,,,,CAM558,
Cantigas de Amor,13,,,,CAM559,
Cantigas de Amor,13,,,,CAM560,
Cantigas de Amor,13,,,,CAM561,
Cantigas de Amor,13,,,,CAM562,
Cantigas de Amor,13,,,,CAM563,
Cantigas de Amor,13,,,,CAM564,
Cantigas de Amor,13,,,,CAM565,
Cantigas de Amor,13,,,,CAM566,
Cantigas de Amor,13,,,,CAM567,
Cantigas de Amor,13,,,,CAM568,
Cantigas de Amor,13,,,,CAM569,
Cantigas de Amor,13,,,,CAM570,
Cantigas de Amor,13,,,,CAM571,
Cantigas de Amor,13,,,,CAM572,
Cantigas de Amor,13,,,,CAM573,
Cantigas de Amor,13,,,,CAM574,
Cantigas de Amor,13,,,,CAM575,
Cantigas de Amor,13,,,,CAM576,
Cantigas de Amor,13,,,,CAM577,
Cantigas de Amor,13,,,,CAM578,
Cantigas de Amor,13,,,,CAM579,
Cantigas de Amor,13,,,,CAM580,
Cantigas de Amor,13,,,,CAM581,
Cantigas de Amor,13,,,,CAM582,
Cantigas de Amor,13,,,,CAM583,
Cantigas de Amor,13,,,,CAM584,
Cantigas de Amor,13,,,,CAM585,
Cantigas de Amor,13,,,,CAM586,
Cantigas de Amor,13,,,,CAM587,
Cantigas de Amor,13,,,,CAM588,
Cantigas de Amor,13,,,,CAM589,
Cantigas de Amor,13,,,,CAM590,
Cantigas de Amor,13,,,,CAM591,
Cantigas de Amor,13,,,,CAM592,
Cantigas de Amor,13,,,,CAM593,
Cantigas de Amor,13,,,,CAM594,
Cantigas de Amor,13,,,,CAM595,
Cantigas de Amor,13,,,,CAM596,
Cantigas de Amor,13,,,,CAM597,
Cantigas de Amor,13,,,,CAM598,
Cantigas de Amor,13,,,,CAM599,
Cantigas de Amor,13,,,,CAM600,
Cantigas de Amor,13,,,,CAM601,
Cantigas de Amor,13,,,,CAM602,
Cantigas de Amor,13,,,,CAM603,
Cantigas de Amor,13,,,,CAM604,
Cantigas de Amor,13,,,,CAM605,
Cantigas de Amor,13,,,,CAM606,
Cantigas de Amor,13,,,,CAM607,
Cantigas de Amor,13,,,,CAM608,
Cantigas de Amor,13,,,,CAM609,
Cantigas de Amor,13,,,,CAM610,
Cantigas de Amor,13,,,,CAM611,
Cantigas de Amor,13,,,,CAM612,
Cantigas de Amor,13,,,,CAM613,
Cantigas de Amor,13,,,,CAM614,
Cantigas de Amor,13,,,,CAM615,
Cantigas de Amor,13,,,,CAM616,
Cantigas de Amor,13,,,,CAM617,
Cantigas de Amor,13,,,,CAM618,
Cantigas de Amor,13,,,,CAM619,
Cantigas de Amor,13,,,,CAM620,
Cantigas de Amor,13,,,,CAM621,
Cantigas de Amor,13,,,,CAM622,
Cantigas de Amor,13,,,,CAM623,
Cantigas de Amor,13,,,,CAM624,
Cantigas de Amor,13,,,,CAM625,
Cantigas de Amor,13,,,,CAM626,
Cantigas de Amor,13,,,,CAM627,
Cantigas de Amor,13,,,,CAM628,
Cantigas de Amor,13,,,,CAM629,
Cantigas de Amor,13,,,,CAM630,
Cantigas de Amor,13,,,,CAM631,
Cantigas de Amor,13,,,,CAM632,
Cantigas de Amor,13,,,,CAM633,
Cantigas de Amor,13,,,,CAM634,
Cantigas de Amor,13,,,,CAM635,
Cantigas de Amor,13,,,,CAM636,
Cantigas de Amor,13,,,,CAM637,
Cantigas de Amor,13,,,,CAM638,
Cantigas de Amor,13,,,,CAM639,
Cantigas de Amor,13,,,,CAM640,
Cantigas de Amor,13,,,,CAM641,
Cantigas de Amor,13,,,,CAM642,
Cantigas de Amor,13,,,,CAM643,
Cantigas de Amor,13,,,,CAM644,
Cantigas de Amor,13,,,,CAM645,
Cantigas de Amor,13,,,,CAM646,
Cantigas de Amor,13,,,,CAM647,
Cantigas de Amor,13,,,,CAM648,
Cantigas de Amor,13,,,,CAM649,
Cantigas de Amor,13,,,,CAM650,
Cantigas de Amor,13,,,,CAM651,
Cantigas de Amor,13,,,,CAM652,
Cantigas de Amor,13,,,,CAM653,
Cantigas de Amor,13,,,,CAM654,
Cantigas de Amor,13,,,,CAM655,
Cantigas de Amor,13,,,,CAM656,
Cantigas de Amor,13,,,,CAM657,
Cantigas de Amor,13,,,,CAM658,
Cantigas de Amor,13,,,,CAM659,
Cantigas de Amor,13,,,,CAM660,
Cantigas de Amor,13,,,,CAM661,
Cantigas de Amor,13,,,,CAM662,
Cantigas de Amor,13,,,,CAM663,
Cantigas de Amor,13,,,,CAM664,
Cantigas de Amor,13,,,,CAM665,
Cantigas de Amor,13,,,,CAM666,
Cantigas de Amor,13,,,,CAM667,
Cantigas de Amor,13,,,,CAM668,
Cantigas de Amor,13,,,,CAM669,
Cantigas de Amor,13,,,,CAM670,
Cantigas de Amor,13,,,,CAM671,
Cantigas de Amor,13,,,,CAM672,
Cantigas de Amor,13,,,,CAM673,
Cantigas de Amor,13,,,,CAM674,
Cantigas de Amor,13,,,,CAM675,
Cantigas de Amor,13,,,,CAM676,
Cantigas de Amor,13,,,,CAM677,
Cantigas de Amor,13,,,,CAM678,
Cantigas de Amor,13,,,,CAM679,
Cantigas de Amor,13,,,,CAM680,
Cantigas de Amor,13,,,,CAM681,
Cantigas de Amor,13,,,,CAM682,
Cantigas de Amor,13,,,,CAM683,
Cantigas de Amor,13,,,,CAM684,
Cantigas de Amor,13,,,,CAM685,
Cantigas de Amor,13,,,,CAM686,
Cantigas de Amor,13,,,,CAM687,
Cantigas de Amor,13,,,,CAM688,
Cantigas de Amor,13,,,,CAM689,
Cantigas de Amor,13,,,,CAM690,
Cantigas de Amor,13,,,,CAM691,
Cantigas de Amor,13,,,,CAM692,
Cantigas de Amor,13,,,,CAM693,
Cantigas de Amor,13,,,,CAM694,
Cantigas de Amor,13,,,,CAM695,
Cantigas de Amor,13,,,,CAM696,
Cantigas de Amor,13,,,,CAM697,
Cantigas de Amor,13,,,,CAM698,
Cantigas de Amor,13,,,,CAM699,
Cantigas de Amor,13,,,,CAM700,
Cantigas de Santa Maria,13,1264-1284,,,CSM001,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM002,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM003,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM004,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM005,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM006,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM007,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM008,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM009,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM010,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM011,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM012,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM013,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM014,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM015,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM016,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM017,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM018,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM019,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM020,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM021,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM022,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM023,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM024,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM025,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM026,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM027,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM028,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM029,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM030,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM031,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM032,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM033,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM034,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM035,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM036,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM037,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM038,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM039,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM040,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM041,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM042,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM043,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM044,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM045,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM046,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM047,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM048,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM049,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM050,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM051,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM052,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM053,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM054,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM055,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM056,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM057,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM058,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM059,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM060,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM061,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM062,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM063,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM064,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM065,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM066,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM067,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM068,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM069,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM070,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM071,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM072,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM073,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM074,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM075,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM076,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM077,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM078,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM079,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM080,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM081,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM082,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM083,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM084,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM085,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM086,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM087,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM088,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM089,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM090,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM091,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM092,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM093,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM094,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM095,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM096,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM097,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM098,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM099,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM100,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM101,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM102,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM103,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM104,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM105,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM106,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM107,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM108,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM109,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM110,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM111,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM112,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM113,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM114,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM115,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM116,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM117,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM118,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM119,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM120,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM121,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM122,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM123,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM124,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM125,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM126,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM127,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM128,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM129,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM130,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM131,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM132,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM133,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM134,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM135,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM136,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM137,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM138,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM139,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM140,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM141,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM142,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM143,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM144,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM145,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM146,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM147,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM148,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM149,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM150,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM151,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM152,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM153,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM154,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM155,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM156,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM157,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM158,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM159,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM160,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM161,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM162,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM163,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM164,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM165,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM166,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM167,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM168,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM169,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM170,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM171,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM172,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM173,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM174,Afonso X
Cantigas de Santa Maria,13,1264-1284,,,CSM175,Afonso X
